Date,Value
1993-10-29,17.4
1993-10-22,18.17
1993-10-15,18.58
1993-10-08,18.45
1993-10-01,18.36
1993-09-24,17.72
1993-09-17,16.93
1993-09-10,16.96
1993-09-03,18.14
1993-08-27,18.47
1993-08-20,17.84
1993-08-13,17.85
1993-08-06,17.69
1993-07-30,18.14
1993-07-23,17.62
1993-07-16,17.72
1993-07-09,18
1993-07-02,18.63
1993-06-25,18.73
1993-06-18,18.74
1993-06-11,19.42
1993-06-04,19.95
1993-05-28,19.92
1993-05-21,19.48
1993-05-14,20.05
1993-05-07,20.47
1993-04-30,20.36
1993-04-23,20.14
1993-04-16,20.34
1993-04-09,20.38
1993-04-02,20.44
1993-03-26,20.12
1993-03-19,20.17
1993-03-12,20.44
1993-03-05,20.74
1993-02-26,20.45
1993-02-19,19.48
1993-02-12,20.11
1993-02-05,20.15
1993-01-29,19.93
1993-01-22,18.68
1993-01-15,18.65
1993-01-08,19.03
1993-01-01,19.64
1992-12-25,19.92
1992-12-18,19.4
1992-12-11,19.05
1992-12-04,19.37
1992-11-27,20.23
1992-11-20,20.35
1992-11-13,20.37
1992-11-06,20.55
1992-10-30,20.95
1992-10-23,21.63
1992-10-16,22.22
1992-10-09,21.97
1992-10-02,21.78
1992-09-25,21.85
1992-09-18,22.23
1992-09-11,21.97
1992-09-04,21.65
1992-08-28,21.27
1992-08-21,21.36
1992-08-14,21.13
1992-08-07,21.35
1992-07-31,21.96
1992-07-24,21.87
1992-07-17,21.58
1992-07-10,21.48
1992-07-03,21.95
1992-06-26,22.6
1992-06-19,22.29
1992-06-12,22.38
1992-06-05,22.33
1992-05-29,22
1992-05-22,20.58
1992-05-15,20.79
1992-05-08,20.85
1992-05-01,20.63
1992-04-24,20.19
1992-04-17,20.04
1992-04-10,20.41
1992-04-03,19.72
1992-03-27,19.2
1992-03-20,19.13
1992-03-13,18.77
1992-03-06,18.53
1992-02-28,18.56
1992-02-21,18.43
1992-02-14,19.49
1992-02-07,19.42
1992-01-31,19.05
1992-01-24,18.8
1992-01-17,18.84
1992-01-10,18.37
1992-01-03,19.12
1991-12-27,18.75
1991-12-20,19.25
1991-12-13,19.67
1991-12-06,20.56
1991-11-29,21.32
1991-11-22,21.92
1991-11-15,22.55
1991-11-08,23.44
1991-11-01,23.32
1991-10-25,23.48
1991-10-18,23.81
1991-10-11,23.04
1991-10-04,22.41
1991-09-27,22.2
1991-09-20,21.8
1991-09-13,21.52
1991-09-06,21.83
1991-08-30,21.98
1991-08-23,21.96
1991-08-16,21.46
1991-08-09,21.48
1991-08-02,21.41
1991-07-26,21.5
1991-07-19,21.87
1991-07-12,21.39
1991-07-05,20.79
1991-06-28,20.23
1991-06-21,20.09
1991-06-14,19.85
1991-06-07,20.65
1991-05-31,21.22
1991-05-24,21.16
1991-05-17,20.93
1991-05-10,21.66
1991-05-03,21.2
1991-04-26,21.17
1991-04-19,21.49
1991-04-12,20.8
1991-04-05,19.68
1991-03-29,19.61
1991-03-22,20.27
1991-03-15,19.88
1991-03-08,19.83
1991-03-01,18.74
1991-02-22,19.24
1991-02-15,22.23
1991-02-08,21.29
1991-02-01,21.33
1991-01-25,22.12
1991-01-18,26.71
1991-01-11,27.42
1991-01-04,26.33
1990-12-28,27.27
1990-12-21,26.83
1990-12-14,26.33
1990-12-07,28.02
1990-11-30,32.17
1990-11-23,30.49
1990-11-16,31.41
1990-11-09,33.86
1990-11-02,34.72
1990-10-26,31.22
1990-10-19,36.83
1990-10-12,39.63
1990-10-05,36.66
1990-09-28,38.7
1990-09-21,34.07
1990-09-14,31.17
1990-09-07,30.09
1990-08-31,26.96
1990-08-24,30.21
1990-08-17,27.22
1990-08-10,26.84
1990-08-03,22.01
1990-07-27,20.36
1990-07-20,18.89
1990-07-13,17.56
1990-07-06,16.62
1990-06-29,17.08
1990-06-22,16.26
1990-06-15,17.13
1990-06-08,16.84
1990-06-01,17.74
1990-05-25,17.94
1990-05-18,19.19
1990-05-11,18.7
1990-05-04,18.4
1990-04-27,18.75
1990-04-20,17.65
1990-04-13,17.99
1990-04-06,19.83
1990-03-30,20.27
1990-03-23,19.85
1990-03-16,20.19
1990-03-09,21
1990-03-02,21.49
1990-02-23,21.78
1990-02-16,22.25
1990-02-09,22.21
1990-02-02,22.73
1990-01-26,22.11
1990-01-19,22.73
1990-01-12,22.57
1990-01-05,23.27
1989-12-29,21.75
1989-12-22,21.71
1989-12-15,20.77
1989-12-08,20.41
1989-12-01,19.69
1989-11-24,19.9
1989-11-17,19.71
1989-11-10,19.95
1989-11-03,19.99
1989-10-27,19.65
1989-10-20,20.46
1989-10-13,20.36
1989-10-06,20.02
1989-09-29,19.71
1989-09-22,19.6
1989-09-15,19.8
1989-09-08,19.37
1989-09-01,18.76
1989-08-25,18.82
1989-08-18,18.74
1989-08-11,18.26
1989-08-04,18.17
1989-07-28,18.33
1989-07-21,20.01
1989-07-14,20.34
1989-07-07,20.61
1989-06-30,20.26
1989-06-23,19.74
1989-06-16,19.87
1989-06-09,20.11
1989-06-02,19.95
1989-05-26,19.73
1989-05-19,20.43
1989-05-12,19.77
1989-05-05,20.23
1989-04-28,20.91
1989-04-21,22.26
1989-04-14,20.57
1989-04-07,20.04
1989-03-31,20.33
1989-03-24,19.94
1989-03-17,19.65
1989-03-10,18.51
1989-03-03,18.37
1989-02-24,18.08
1989-02-17,18.03
1989-02-10,17.41
1989-02-03,17.42
1989-01-27,17.69
1989-01-20,19.05
1989-01-13,18.04
1989-01-06,17.35
1988-12-30,16.98
1988-12-23,16.69
1988-12-16,16.3
1988-12-09,15.56
1988-12-02,15.3
1988-11-25,13.6
1988-11-18,13.75
1988-11-11,13.93
1988-11-04,13.74
1988-10-28,13.47
1988-10-21,14.84
1988-10-14,14.08
1988-10-07,12.87
1988-09-30,13.95
1988-09-23,14.63
1988-09-16,14.78
1988-09-09,14.27
1988-09-02,15.11
1988-08-26,15.56
1988-08-19,15.57
1988-08-12,15.71
1988-08-05,15.45
1988-07-29,16.13
1988-07-22,15.87
1988-07-15,14.71
1988-07-08,15.44
1988-07-01,15.43
1988-06-24,16.14
1988-06-17,16.58
1988-06-10,17.15
1988-06-03,17.56
1988-05-27,17.42
1988-05-20,17.49
1988-05-13,17.49
1988-05-06,17.37
1988-04-29,18.25
1988-04-22,18.19
1988-04-15,18.15
1988-04-08,16.91
1988-04-01,17.06
1988-03-25,16.69
1988-03-18,16.03
1988-03-11,15.72
1988-03-04,15.7
1988-02-26,16.28
1988-02-19,16.61
1988-02-12,17.21
1988-02-05,17.06
1988-01-29,16.95
1988-01-22,17.22
1988-01-15,16.83
1988-01-08,17.61
1988-01-01,16.74
1987-12-25,16.23
1987-12-18,16.29
1987-12-11,18.34
1987-12-04,18.63
1987-11-27,18.7
1987-11-20,18.64
1987-11-13,18.86
1987-11-06,19.19
1987-10-30,20.02
1987-10-23,20.02
1987-10-16,19.82
1987-10-09,19.64
1987-10-02,19.61
1987-09-25,19.55
1987-09-18,19.63
1987-09-11,19.35
1987-09-04,19.56
1987-08-28,19.15
1987-08-21,19.54
1987-08-14,20.81
1987-08-07,21.51
1987-07-31,21.2
1987-07-24,21.45
1987-07-17,21.97
1987-07-10,21.02
1987-07-03,20.43
1987-06-26,19.87
1987-06-19,20.38
1987-06-12,19.86
1987-06-05,19.74
1987-05-29,19.36
1987-05-22,19.48
1987-05-15,19.49
1987-05-08,19.12
1987-05-01,18.77
1987-04-24,18.67
1987-04-17,18.28
1987-04-10,18.57
1987-04-03,18.78
1987-03-27,18.54
1987-03-20,18.69
1987-03-13,18.25
1987-03-06,17.43
1987-02-27,16.72
1987-02-20,17.6
1987-02-13,18.14
1987-02-06,18.44
1987-01-30,18.62
1987-01-23,18.75
1987-01-16,19.05
1987-01-09,18.35
1987-01-02,17.84
1986-12-26,17.13
1986-12-19,16.12
1986-12-12,15.35
1986-12-05,15.19
1986-11-28,14.98
1986-11-21,15.43
1986-11-14,15.45
1986-11-07,14.98
1986-10-31,14.52
1986-10-24,15.12
1986-10-17,14.63
1986-10-10,15.13
1986-10-03,15.01
1986-09-26,14.34
1986-09-19,14.27
1986-09-12,15.16
1986-09-05,16.29
1986-08-29,15.77
1986-08-22,15.34
1986-08-15,15.36
1986-08-08,14.69
1986-08-01,11.38
1986-07-25,11.39
1986-07-18,12.2
1986-07-11,11.11
1986-07-04,12.38
1986-06-27,13.14
1986-06-20,13.9
1986-06-13,13.23
1986-06-06,13.35
1986-05-30,14.69
1986-05-23,15.75
1986-05-16,15.8
1986-05-09,15.09
1986-05-02,13.75
1986-04-25,13.07
1986-04-18,12.17
1986-04-11,13.38
1986-04-04,11.54
1986-03-28,11.96
1986-03-21,13.39
1986-03-14,13.07
1986-03-07,12.36
1986-02-28,14.29
1986-02-21,14.4
1986-02-14,16.31
1986-02-07,16.62
1986-01-31,19.83
1986-01-24,20.31
1986-01-17,24.57
1986-01-10,26.08
1986-01-03,26.12
1985-12-27,26.23
1985-12-20,26.41
1985-12-13,26.83
1985-12-06,29.01
1985-11-29,30.5
1985-11-22,31.14
1985-11-15,30.97
1985-11-08,30.27
1985-11-01,30.26
1985-10-25,29.76
1985-10-18,29.37
1985-10-11,28.96
1985-10-04,29.14
1985-09-27,28.51
1985-09-20,28.2
1985-09-13,27.89
1985-09-06,28.07
1985-08-30,28.06
1985-08-23,27.98
1985-08-16,27.8
1985-08-09,27.31
1985-08-02,27.26
1985-07-26,27.36
1985-07-19,27.41
1985-07-12,27.29
1985-07-05,26.84
1985-06-28,26.91
1985-06-21,27.17
1985-06-14,27.09
1985-06-07,27.19
1985-05-31,27.74
1985-05-24,27.66
1985-05-17,27.75
1985-05-10,27.33
1985-05-03,27.45
1985-04-26,28.37
1985-04-19,29.09
1985-04-12,29
1985-04-05,28.82
1985-03-29,28.25
1985-03-22,28.64
1985-03-15,28.01
1985-03-08,27.78
1985-03-01,26.77
1985-02-22,27.09
1985-02-15,27.76
1985-02-08,27.03
1985-02-01,25.89
1985-01-25,25.49
1985-01-18,25.8
1985-01-11,25.6
1985-01-04,25.65
1984-12-28,26.51
1984-12-21,26.56
1984-12-14,26.89
1984-12-07,27.53
1984-11-30,27.32
1984-11-23,27.81
1984-11-16,28.33
1984-11-09,28.64
1984-11-02,28.5
1984-10-26,28.51
1984-10-19,28.11
1984-10-12,29.3
1984-10-05,29.54
1984-09-28,29.56
1984-09-21,29.42
1984-09-14,29.37
1984-09-07,29.11
1984-08-31,29.6
1984-08-24,29.74
1984-08-17,29.12
1984-08-10,29.25
1984-08-03,28.24
1984-07-27,27.99
1984-07-20,28.77
1984-07-13,29.25
1984-07-06,29.58
1984-06-29,29.49
1984-06-22,29.6
1984-06-15,30.13
1984-06-08,30.56
1984-06-01,30.76
1984-05-25,30.77
1984-05-18,30.73
1984-05-11,30.28
1984-05-04,30.23
1984-04-27,30.53
1984-04-20,30.59
1984-04-13,30.74
1984-04-06,30.8
1984-03-30,30.73
1984-03-23,30.52
1984-03-16,30.83
1984-03-09,30.81
1984-03-02,30.64
1984-02-24,29.9
1984-02-17,29.8
1984-02-10,29.98
1984-02-03,30.09
1984-01-27,29.82
1984-01-20,29.76
1984-01-13,29.5
1984-01-06,29.35
1983-12-30,29.77
1983-12-23,28.91
1983-12-16,29.09
1983-12-09,29.25
1983-12-02,29.39
1983-11-25,29.12
1983-11-18,29.68
1983-11-11,30.31
1983-11-04,30.4
1983-10-28,30.33
1983-10-21,30.45
1983-10-14,30.63
1983-10-07,30.19
1983-09-30,30.81
1983-09-23,31.35
1983-09-16,31.36
1983-09-09,31.32
1983-09-02,31.62
1983-08-26,31.66
1983-08-19,31.84
1983-08-12,32.01
1983-08-05,32.16
1983-07-29,31.7
1983-07-22,31.59
1983-07-15,31.76
1983-07-08,31.32
1983-07-01,31.27
1983-06-24,31.17
1983-06-17,31.26
1983-06-10,30.56
1983-06-03,30.34
1983-05-27,30.21
1983-05-20,30.01
1983-05-13,29.98
1983-05-06,30.44
1983-04-29,30.74
1983-04-22,30.73
1983-04-15,30.61
1983-04-08,29.92
